"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-03","5.59"," 0856"," 0853","0.00",,"0.0","0.0",,"88","65",,"   70","   70","15.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-04","2.68"," 1102"," 1435","0.00",,"0.0","0.0",,"90","58",,"  200","  280","8.9","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-05","4.25"," 1733"," 1733","0.17",,"0.0","0.0",,"93","65",,"  340","  350","25.1","32.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-06","3.58"," 1427"," 1619","0.00",,"0.0","0.0",,"89","67",,"  360","  360","10.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-07","3.58"," 1447"," 1446","0.00",,"0.0","0.0",,"90","65",,"  200","  190","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-08","4.03"," 1307"," 1307","0.00",,"0.0","0.0",,"94","71",,"  200","  200","10.1","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-09","4.03"," 1523"," 1524","0.00",,"0.0","0.0",,"95","70",,"  110","  120","32.0","40.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-10","3.36"," 2011"," 2011","0.00",,"0.0","0.0",,"92","66",,"   30","   30","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-11","6.26"," 2010"," 2005","0.01",,"0.0","0.0",,"92","70",,"   10","   20","25.9","34.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-12","4.92"," 1740"," 1747","0.14",,"0.0","0.0",,"91","67",,"  300","  300","21.0","30.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-13","4.25"," 2356"," 2356","0.00",,"0.0","0.0",,"90","65",,"   10","   20","13.0","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-14","7.16"," 1117"," 1317","0.00",,"0.0","0.0",,"84","64",,"  350","  350","14.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-15","5.14"," 2214"," 2214","0.16",,"0.0","0.0",,"85","57",,"  190","  200","25.9","33.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-16","3.36"," 0720"," 0914","0.00",,"0.0","0.0",,"84","62",,"  230","   10","12.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-17","2.68"," 0626"," 1544","0.00",,"0.0","0.0",,"89","59",,"  350","  220","10.1","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-18","3.80"," 1532"," 1529","0.17",,"0.0","0.0",,"91","67",,"  330","  330","28.0","44.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-19","4.92"," 1043"," 1042","0.00",,"0.0","0.0",,"85","67",,"  310","  280","16.1","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-20","2.68"," 1415"," 2156","0.00",,"0.0","0.0",,"94","70",,"  300","  180","10.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-21","4.25"," 2131"," 2131","0.30",,"0.0","0.0",,"96","67",,"  210","  210","36.0","44.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-22","6.49"," 2016"," 2015","0.24",,"0.0","0.0",,"89","70",,"  250","  250","21.9","36.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-23","8.95"," 1516"," 1514","0.00",,"0.0","0.0",,"83","71",,"  240","  240","17.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-24","8.50"," 0757"," 0752","0.08",,"0.0","0.0",,"93","72",,"  220","  230","17.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-25","2.68"," 1428"," 1428","0.00",,"0.0","0.0",,"88","62",,"  230","  250","10.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-26","3.80"," 1239"," 1238","0.00",,"0.0","0.0",,"90","63",,"  180","  180","10.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-27","3.80"," 1350"," 0735","0.00",,"0.0","0.0",,"93","67",,"  180","   30","12.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-28","5.37"," 1655"," 1656","1.83",,"0.0","0.0",,"96","71",,"  150","  150","29.1","33.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-29","4.92"," 1044"," 0959","0.00",,"0.0","0.0",,"90","67",,"   10","   10","14.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-06-30","5.14"," 0824"," 1135","0.00",,"0.0","0.0",,"90","65",,"   30","   50","13.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-01","4.92"," 1350"," 0758","0.00",,"0.0","0.0",,"91","64",,"  360","   20","10.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-02","2.91"," 2243"," 1829","0.00",,"0.0","0.0",,"94","63",,"  180","  140","10.1","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-03","4.92"," 1832"," 1829","0.00",,"0.0","0.0",,"93","72",,"  240","  230","15.0","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-04","5.82"," 1641"," 1639","0.16",,"0.0","0.0",,"93","70",,"  340","  350","25.1","34.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-05","2.91"," 2234"," 2234","0.18",,"0.0","0.0",,"90","68",,"  190","  180","21.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-06","4.70"," 1913"," 1920","0.00",,"0.0","0.0",,"89","70",,"  180","  180","16.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-07","4.03"," 1759"," 1856","0.01",,"0.0","0.0",,"90","70",,"  350","  350","15.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-08","5.82"," 1600"," 2056","0.97",,"0.0","0.0",,"89","70",,"  160","  270","19.9","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-09","4.47"," 1450"," 1741","0.00",,"0.0","0.0",,"90","70",,"   70","   70","13.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-10","4.70"," 0902"," 0705","0.03",,"0.0","0.0",,"91","72",,"  150","   30","12.1","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-11","4.70"," 1434"," 0738","0.00",,"0.0","0.0",,"92","76",,"  170","  270","13.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-12","5.14"," 0144"," 0727","0.00",,"0.0","0.0",,"96","77",,"  220","   30","12.1","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-13","5.14"," 1608"," 1605","0.44",,"0.0","0.0",,"96","72",,"  350","  330","32.0","47.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-14","7.83"," 0824"," 0822","0.00",,"0.0","0.0",,"88","71",,"   50","   70","16.1","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-15","7.61"," 0316"," 2016","0.08",,"0.0","0.0",,"78","65",,"  100","   30","15.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-16","4.92"," 1645"," 1644","0.00",,"0.0","0.0",,"80","66",,"   20","   50","13.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-17","2.46"," 1425"," 1211","0.00",,"0.0","0.0",,"86","67",,"  350","  350","8.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-18","2.01"," 0040"," 1723","0.00",,"0.0","0.0",,"90","68",,"  170","  320","12.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-19","2.91"," 1311"," 1310","0.00",,"0.0","0.0",,"94","68",,"  360","  360","10.1","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-20","2.46"," 1815"," 1814","0.00",,"0.0","0.0",,"97","74",,"  240","  240","16.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-21","3.13"," 1525"," 1521","0.00",,"0.0","0.0",,"97","74",,"  220","  230","16.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-22","4.70"," 1107"," 1105","0.00",,"0.0","0.0",,"98","76",,"  230","  230","15.0","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-23","5.37"," 1651"," 1412","0.00",,"0.0","0.0",,"98","74",,"  360","  280","14.1","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-24","4.70"," 1729"," 1728","0.00",,"0.0","0.0",,"98","74",,"  340","  340","17.9","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-25","4.92"," 1532"," 1528","0.00",,"0.0","0.0",,"97","73",,"  320","  320","17.9","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-26","5.37"," 1536"," 1534","0.00",,"0.0","0.0",,"94","71",,"  110","  120","16.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-27","4.25"," 1710"," 0925","0.00",,"0.0","0.0",,"98","69",,"  200","   60","13.0","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-28","4.47"," 1838"," 1317","0.00",,"0.0","0.0",,"97","74",,"  170","  220","12.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-29","2.91"," 2120",,"0.00",,"0.0","0.0",,"100","70",,"  290",,"6.9",
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-30","6.49"," 2309"," 2252","1.64",,"0.0","0.0",,"101","73",,"  330","  330","21.0","29.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-07-31","5.59"," 0002"," 1902","0.02",,"0.0","0.0",,"91","72",,"   50","  110","17.9","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-01","3.58"," 1410"," 1432","0.00",,"0.0","0.0",,"94","73",,"   60","   20","12.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-02","3.80"," 1005"," 1348","0.00",,"0.0","0.0",,"96","68",,"  360","  340","12.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-03","3.13"," 1650"," 1649","0.00",,"0.0","0.0",,"98","68",,"  210","  210","13.0","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-04","4.47"," 1824"," 0916","0.00",,"0.0","0.0",,"97","73",,"  120","   30","12.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-05","6.49"," 1230"," 1149","2.50",,"0.0","0.0",,"83","74",,"  120","  300","17.0","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-06","2.46"," 1704"," 1800","0.04",,"0.0","0.0",,"92","75",,"  210","  160","13.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-07","4.03"," 1557"," 1556","0.00",,"0.0","0.0",,"95","73",,"  270","  250","13.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-08","4.47"," 1851"," 1843","0.50",,"0.0","0.0",,"97","72",,"  320","  320","25.9","38.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-09","3.80"," 2302"," 2301","0.00",,"0.0","0.0",,"92","71",,"  170","  170","13.0","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-10","2.46"," 0900"," 1006","0.00",,"0.0","0.0",,"93","69",,"  360","  320","10.1","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-11","4.92"," 1614"," 1613","1.29",,"0.0","0.0",,"89","68",,"  340","  350","40.9","57.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-12","6.04"," 1434"," 1437","0.00",,"0.0","0.0",,"88","67",,"  170","  180","21.0","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-13","4.25"," 1922"," 1702","0.69",,"0.0","0.0",,"86","70",,"  170","   50","19.9","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-14","4.70"," 1948"," 1947","0.11",,"0.0","0.0",,"85","68",,"   10","   10","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-15","5.82"," 1331"," 1608","0.00",,"0.0","0.0",,"85","65",,"  290","  290","15.0","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-16","3.58"," 1022"," 1116","0.00",,"0.0","0.0",,"87","61",,"   30","   50","12.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-17","3.36"," 1949"," 1828","0.00",,"0.0","0.0",,"90","62",,"  110","  110","10.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-18","2.91"," 2255"," 2001","0.00",,"0.0","0.0",,"87","65",,"   10","  340","10.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-19","2.01"," 1041"," 1040","0.00",,"0.0","0.0",,"91","64",,"  290","  290","8.1","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-20","4.92"," 2005"," 2004","0.05",,"0.0","0.0",,"89","71",,"  160","  150","17.9","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-21","4.92"," 1530"," 1533","0.00",,"0.0","0.0",,"91","71",,"  220","  210","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-22","6.93"," 1025"," 1418","0.00",,"0.0","0.0",,"91","67",,"   10","  350","14.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-23","7.61"," 0935"," 0942","0.00",,"0.0","0.0",,"86","64",,"   60","   70","16.1","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-24","4.03"," 2259"," 2258","0.00",,"0.0","0.0",,"90","64",,"  170","  160","10.1","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-25","5.82"," 1515"," 1514","0.00",,"0.0","0.0",,"91","69",,"  180","  150","14.1","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-26","7.16"," 2353"," 2349","0.00",,"0.0","0.0",,"90","72",,"  360","  350","15.0","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-27","12.30"," 1546"," 1614","0.00",,"0.0","0.0",,"92","71",,"  310","  300","21.9","30.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-28","5.82"," 2225"," 2206","0.00",,"0.0","0.0",,"91","60",,"   20","   20","12.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-29","8.05"," 1706"," 1705","0.00",,"0.0","0.0",,"89","64",,"   10","  360","16.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-30","7.38"," 0940"," 1155","0.00",,"0.0","0.0",,"87","67",,"   30","   90","14.1","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-08-31","4.25"," 1837"," 1833","0.00",,"0.0","0.0",,"90","65",,"  140","  140","12.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-01","3.36"," 2009"," 2018","0.00",,"0.0","0.0",,"92","63",,"  150","  150","13.0","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-02","3.36"," 1808"," 1807","0.06",,"0.0","0.0",,"96","68",,"  360","  350","34.9","46.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-03","5.59"," 1546"," 1239","0.00",,"0.0","0.0",,"89","67",,"  120","   90","13.0","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-04","6.93"," 2029"," 2245","0.02",,"0.0","0.0",,"89","70",,"  170","  190","15.0","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-05","8.28"," 1919"," 1918","1.62",,"0.0","0.0",,"83","71",,"  150","  140","28.0","40.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-06","12.08"," 0921"," 0920","0.17",,"0.0","0.0",,"86","63",,"  160","  160","25.1","32.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-07","2.68"," 1121"," 1133","0.00",,"0.0","0.0",,"73","59",,"  170","  170","12.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-08","0.89"," 1700"," 1635","0.00",,"0.0","0.0",,"80","57",,"  220","  220","6.9","10.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-09","2.68"," 1148"," 1633","0.00",,"0.0","0.0",,"84","58",,"  190","  220","10.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-10","2.68"," 1457"," 1456","0.00",,"0.0","0.0",,"85","57",,"  360","  360","8.9","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-11","2.68"," 1426"," 1644","0.00",,"0.0","0.0",,"88","56",,"  200","  230","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-12","3.58"," 0029"," 0929","0.00",,"0.0","0.0",,"87","62",,"  320","   20","10.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-13","2.91"," 2301"," 2300","0.00",,"0.0","0.0",,"89","61",,"  160","  160","12.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-14","2.46"," 2323"," 1231","0.00",,"0.0","0.0",,"90","61",,"  190","  220","8.9","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-15","7.83"," 2035"," 2024","0.00",,"0.0","0.0",,"88","65",,"   20","   30","23.0","31.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-16","9.84"," 0109"," 0108","0.00",,"0.0","0.0",,"66","55",,"   60","   60","21.9","29.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-17","8.50"," 0812"," 1648","0.00",,"0.0","0.0",,"64","54",,"   20","   20","15.0","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-18","6.93"," 0711"," 0710","0.00",,"0.0","0.0",,"69","54",,"   30","   40","14.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-19","4.25"," 1344"," 1344","0.00",,"0.0","0.0",,"71","56",,"   40","   50","8.9","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-20","3.58"," 1444"," 1457","0.00",,"0.0","0.0",,"76","60",,"   40","   30","8.1","10.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-21","4.70"," 1517"," 1514","0.46",,"0.0","0.0",,"75","68",,"  340","  340","8.9","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-22","2.24"," 2009"," 1003","0.12",,"0.0","0.0",,"79","65",,"  130","  240","8.9","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-23","3.80"," 1026"," 1026","1.09",,"0.0","0.0",,"81","67",,"   80","   70","14.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-24","5.59"," 1947"," 1539","0.35",,"0.0","0.0",,"83","68",,"  100","  140","14.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-25","6.71"," 1615"," 1614","1.14",,"0.0","0.0",,"79","65",,"  110","  100","16.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-26","5.14"," 1818"," 1832","0.01",,"0.0","0.0",,"84","64",,"  140","  160","19.9","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-27","7.83"," 2108"," 2108","0.51",,"0.0","0.0",,"86","68",,"  210","  210","17.9","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-28","5.14"," 1343"," 1342","0.00",,"0.0","0.0",,"83","65",,"  210","  220","15.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-29","4.25"," 1414"," 1358","0.00",,"0.0","0.0",,"83","59",,"  280","  240","14.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-09-30","5.82"," 1737"," 1736","0.00",,"0.0","0.0",,"81","53",,"  340","  340","17.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-01","7.61",,,"0.00",,"0.0","0.0",,"64","45",,"  330","  320","17.9","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-02","5.82",,,"0.00",,"0.0","0.0",,"65","41",,"  350","  340","15.0","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-03","4.92",,,"0.00",,"0.0","0.0",,"71","39",,"  310","  320","14.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-04","3.13",,,"0.00",,"0.0","0.0",,"76","43",,"  320","  320","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-05","1.79",,,"0.00",,"0.0","0.0",,"78","46",,"   40","   10","8.9","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-06","5.14",,,"0.00",,"0.0","0.0",,"77","49",,"   80","   70","12.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-07","5.14",,,"0.00",,"0.0","0.0",,"76","50",,"   30","   60","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-08","6.71",,,"0.00",,"0.0","0.0",,"75","48",,"   50","   40","13.0","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-09","9.62",,,"0.00",,"0.0","0.0",,"77","56",,"   60","   90","17.9","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-10","9.62",,,"0.00",,"0.0","0.0",,"71","61",,"   40","   50","15.0","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-11","10.74",,,"0.80",,"0.0","0.0",,"67","58",,"   30","   50","19.9","29.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-12","3.80",,,"0.20",,"0.0","0.0",,"74","59",,"  160","  130","8.1","10.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-13","8.05",,,"0.03",,"0.0","0.0",,"75","61",,"  210","  220","17.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-14","7.16",,,"0.00",,"0.0","0.0",,"75","51",,"  280","  270","17.0","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-15","5.37",,,"0.00",,"0.0","0.0",,"76","44",,"  240","  270","15.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-16","5.82",,,"0.00",,"0.0","0.0",,"80","42",,"  210","  230","16.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-17","7.61",,,"0.00",,"0.0","0.0",,"84","56",,"  220","  210","14.1","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-18","7.61",,,"1.03",,"0.0","0.0",,"81","55",,"   50","   50","16.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-19","10.51",,,"0.33",,"0.0","0.0",,"69","47",,"  220","  200","28.0","36.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-20","10.74",,,"0.00",,"0.0","0.0",,"61","43",,"  240","  220","19.9","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-21","2.24",,,"0.00",,"0.0","0.0",,"63","34",,"  340","  200","8.1","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-22","3.80",,,"0.00",,"0.0","0.0",,"66","41",,"   50","   30","13.0","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-23","1.12",,,"0.00",,"0.0","0.0",,"69","36",,"  110","  140","6.9","10.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-24","2.46",,,"0.00",,"0.0","0.0",,"73","43",,"  200","  230","10.1","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-25","4.47",,,"0.00",,"0.0","0.0",,"76","46",,"  350","  360","10.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-26","6.26",,,"0.00",,"0.0","0.0",,"76","47",,"  230","  210","17.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-27","7.83",,,"0.00",,"0.0","0.0",,"78","52",,"  250","  220","17.9","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-28","10.51",,,"0.29",,"0.0","0.0",,"64","42",,"   50","   70","16.1","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-29","7.61",,,"0.36",,"0.0","0.0",,"58","32",,"  320","  320","19.9","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-30","5.14",,,"0.00",,"0.0","0.0",,"61","28",,"  120","  150","10.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-10-31","4.25",,,"0.00",,"0.0","0.0",,"61","35",,"   10","   20","8.1","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-11-01","4.70",,,"0.00",,"0.0","0.0",,"65","32",,"   40","   60","13.0","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-11-02","2.46",,,"0.00",,"0.0","0.0",,"65","32",,"  170","  120","8.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-11-03","4.92",,,"0.87",,"0.0","0.0",,"66","32",,"  190","  200","15.0","17.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2011-11-04","10.96",,,"0.28",,"0.0","0.0",,"59","49",,"   20","   30","23.9","32.0"
