"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WSF2","WSF5"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-07","8.28",,,"1.74",,"0.0","0.0","53","61","47",,"  130","  290","21.0","30.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-08","7.38",,,"0.01",,"0.0","0.0","60","68","55",,"  340","  320","13.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-09","6.04",,,"0.00",,"0.0","0.0","58","68","44",,"  320","  290","18.1","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-10","4.92",,,"0.00",,"0.0","0.0","57","73","36",,"  180","  240","16.1","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-11","8.72",,,"0.00",,"0.0","0.0","63","77","47",,"  210","  230","21.0","30.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-12","5.37",,,"0.00",,"0.0","0.0","65","81","48",,"  150","  160","13.0","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-13","9.84",,,"0.00",,"0.0","0.0","68","80","54",,"  150","  150","19.9","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-14","11.18",,,"0.13",,"0.0","0.0","68","77","60",,"  170","  200","18.1","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-15","10.74",,,"1.73",,"0.0","0.0","64","70","37",,"  280","  340","23.0","31.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-16","8.95",,,"0.00",,"0.0","0.0","43","57","32",,"   20","   70","19.9","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-17","7.61",,,"0.00",,"0.0","0.0","50","64","37",,"   70","   90","15.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-18","8.50",,,"0.72",,"0.0","0.0","52","57","45",,"   40","   40","14.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-19","11.18",,,"2.08",,"0.0","0.0","49","53","47",,"   60","   70","19.9","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-20","10.51",,,"0.02",,"0.0","0.0","57","71","48",,"   50","   30","23.0","31.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-21","4.92",,,"0.00",,"0.0","0.0","59","76","42",,"   20","   50","12.1","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-22","2.91",,,"0.00",,"0.0","0.0","64","80","50",,"  290","   90","15.0","30.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-23","6.71",,,"0.00",,"0.0","0.0","64","77","50",,"  340","   30","15.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-24","6.26",,,"0.00",,"0.0","0.0","62","73","50",,"  190","   90","13.0","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-25","8.05",,,"0.00",,"0.0","0.0","65","79","53",,"  210","  250","21.9","32.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-26","4.03",,,"0.00",,"0.0","0.0","66","80","44",,"  200","  200","14.1","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-27","3.80",,,"0.00",,"0.0","0.0","69","85","48",,"  220","  210","14.1","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-28","6.26",,,"0.01",,"0.0","0.0","73","84","61",,"   50","   70","14.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-29","8.72",,,"0.00",,"0.0","0.0","65","75","58",,"   30","   80","14.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-04-30","9.40",,,"0.90",,"0.0","0.0","67","77","59",,"  170","  170","21.0","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-01","9.84",,,"0.00",,"0.0","0.0","71","78","53",,"  210","  230","21.9","32.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-02","4.47",,,"0.00",,"0.0","0.0","59","69","47",,"  200","  170","15.0","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-03","4.70",,,"0.00",,"0.0","0.0","63","76","46",,"  220","  310","12.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-04","4.47",,,"0.00",,"0.0","0.0","68","85","47",,"  220","  240","15.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-05","4.70",,,"0.00",,"0.0","0.0","73","88","56",,"  230","  210","14.1","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-06","4.47",,,"0.00",,"0.0","0.0","73","86","53",,"  190","  190","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-07","4.70",,,"0.00",,"0.0","0.0","71","85","57",,"  200","   50","13.0","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-08","5.82",,,"0.00",,"0.0","0.0","74","88","57",,"  210","  210","17.0","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-09","4.70",,,"0.07",,"0.0","0.0","73","86","61",,"  250","  240","19.9","32.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-10","4.70",,,"0.52",,"0.0","0.0","69","82","63",,"  270","  280","21.0","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-11","2.24",,,"0.00",,"0.0","0.0","70","86","58",,"  170","  160","8.9","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-12","3.13",,,"0.00",,"0.0","0.0","74","87","58",,"  190","  180","14.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-13","5.37",,,"0.00",,"0.0","0.0","77","88","65",,"  210","  180","13.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-14","9.40",,,"0.00",,"0.0","0.0","76","86","66",,"  150","  140","21.9","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-15","9.62",,,"2.11",,"0.0","0.0","71","73","60",,"  160","  140","21.0","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-16","5.82",,,"0.00",,"0.0","0.0","61","71","48",,"  270","  210","15.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-17","4.47",,,"0.00",,"0.0","0.0","57","71","43",,"  210","  280","13.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-18","3.58",,,"0.00",,"0.0","0.0","58","68","51",,"  350","  360","8.9","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-19","4.25",,,"0.00",,"0.0","0.0","60","74","43",,"  160","  120","12.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-20","6.71",,,"0.00",,"0.0","0.0","65","78","51",,"  190","  200","15.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-21","5.14",,,"0.00",,"0.0","0.0","72","85","58",,"  210","  240","14.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-22","5.37",,,"0.00",,"0.0","0.0","78","89","68",,"  300","  350","13.0","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-23","5.82",,,"0.00",,"0.0","0.0","77","88","63",,"  320","  300","25.1","38.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-24","7.16",,,"0.00",,"0.0","0.0","72","81","62",,"   10","   10","15.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-25","5.14",,,"0.00",,"0.0","0.0","72","81","59",,"  150","  230","12.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-26","5.82",,,"0.00",,"0.0","0.0","73","85","58",,"  350","  360","17.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-27","4.03",,,"0.06",,"0.0","0.0","76","87","67",,"  270","  270","16.1","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-28","3.80",,,"0.00",,"0.0","0.0","76","88","63",,"  200","  200","12.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-29","4.47",,,"1.18",,"0.0","0.0","78","90","63",,"   50","   30","21.9","29.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-30","4.47",,,"0.00",,"0.0","0.0","72","82","66",,"  110","  200","13.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-05-31","7.16",,,"0.11",,"0.0","0.0","73","81","66",,"  120","   60","14.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-01","7.83",,,"0.00",,"0.0","0.0","72","78","63",,"  120","  350","15.0","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-02","3.58",,,"0.00",,"0.0","0.0","69","79","52",,"  220","  160","8.9","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-03","2.68",,,"0.00",,"0.0","0.0","72","86","58",,"  310","  260","8.1","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-04","4.03",,,"0.00",,"0.0","0.0","77","89","62",,"  220","  230","12.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-05","5.37",,,"0.00",,"0.0","0.0","81","91","71",,"  350","  350","15.0","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-06","6.93",,,"0.00",,"0.0","0.0","77","87","67",,"   10","   60","12.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-07","8.28",,,"0.00",,"0.0","0.0","77","84","71",,"  140","  180","15.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-08","8.50",,,"1.19",,"0.0","0.0","74","81","70",,"  130","  140","17.0","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-09","3.58",,,"0.10",,"0.0","0.0","77","87","70",,"  170","  200","23.0","36.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-10","3.58",,,"0.23",,"0.0","0.0","79","91","67",,"  190","  190","13.0","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-11","6.26",,,"0.35",,"0.0","0.0","75","85","67",,"  150","  150","21.0","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-12","7.16",,,"0.15",,"0.0","0.0","72","83","68",,"  270","  270","19.9","29.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-13","6.93",,,"0.17",,"0.0","0.0","74","85","64",,"  240","  240","21.0","29.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-14","6.71",,,"0.00",,"0.0","0.0","74","86","63",,"  140","  130","11.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-15","7.16",,,"0.00",,"0.0","0.0","78","89","64",,"  150","  150","17.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-16","4.92",,,"0.00",,"0.0","0.0","79","91","67",,"  350","  360","16.1","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-17","5.14",,,"0.00",,"0.0","0.0","79","91","70",,"  180","  210","10.1","35.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-18","3.80",,,"0.00",,"0.0","0.0","82","93","70",,"  280","  280","18.1","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-19","3.80",,,"0.00",,"0.0","0.0","78","92","67",,"  350","  320","18.1","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-20","3.80",,,"0.00",,"0.0","0.0","78","93","66",,"  300","  300","17.0","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-21","3.13",,,"0.00",,"0.0","0.0","78","90","69",,"  340","  340","15.0","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-22","7.16",,,"0.00",,"0.0","0.0","78","89","69",,"  100","   70","14.1","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-23","6.49",,,"0.00",,"0.0","0.0","79","88","73",,"  170","  350","13.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-24","6.71",,,"0.09",,"0.0","0.0","78","82","72",,"  110","  110","19.9","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-25","4.92",,,"0.34",,"0.0","0.0","76","87","71",,"  350","  170","14.1","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-26","2.91",,,"0.00",,"0.0","0.0","80","90","68",,"  290","  300","6.9","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-27","6.93",,,"0.22",,"0.0","0.0","80","90","70",,"  130","  130","25.9","32.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-28","5.14",,,"0.01",,"0.0","0.0","75","85","70",,"  130","   70","14.1","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-29","4.03",,,"0.00",,"0.0","0.0","76","84","70",,"   30","  360","8.9","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-06-30","3.80",,,"0.00",,"0.0","0.0","77","87","67",,"  170","  320","14.1","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-01","5.14",,,"0.00",,"0.0","0.0","79","91","70",,"  160","  150","12.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-02","7.38",,,"0.00",,"0.0","0.0","84","95","74",,"  180","  210","14.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-03","6.93",,,"0.14",,"0.0","0.0","83","93","71",,"  100","   90","19.9","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-04","7.61",,,"0.00",,"0.0","0.0","75","86","64",,"   20","   40","15.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-05","5.82",,,"0.00",,"0.0","0.0","74","84","60",,"   20","   90","15.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-06","3.13",,,"0.00",,"0.0","0.0","75","87","61",,"  180","  140","12.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-07","6.93",,,"0.00",,"0.0","0.0","78","91","67",,"  170","  170","15.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-08","8.28",,,"0.00",,"0.0","0.0","82","94","72",,"  220","  220","17.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-09","4.92",,,"0.15",,"0.0","0.0","80","89","71",,"  170","  180","25.9","31.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-10","3.80",,,"0.00",,"0.0","0.0","75","85","71",,"  340","  320","15.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-11","5.59",,,"0.00",,"0.0","0.0","77","87","68",,"  110","  100","13.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-12","4.03",,,"0.00",,"0.0","0.0","79","91","67",,"  170","  260","10.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-13","4.47",,,"0.00",,"0.0","0.0","81","92","69",,"  170","  160","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-14","6.71",,,"0.00",,"0.0","0.0","83","96","74",,"  230","  210","15.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-15","6.71",,,"0.87",,"0.0","0.0","83","94","67",,"   10","  320","15.0","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-16","5.37",,,"0.00",,"0.0","0.0","74","85","66",,"  360","   40","14.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-17","5.82",,,"0.00",,"0.0","0.0","75","84","63",,"   60","   60","14.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-18","6.71",,,"0.00",,"0.0","0.0","75","83","70",,"  150","   40","13.0","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-19","5.82",,,"0.17",,"0.0","0.0","70","74","66",,"  360","   60","12.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-20","4.25",,,"0.00",,"0.0","0.0","71","83","65",,"   60","  120","8.1","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-21","6.49",,,"1.30",,"0.0","0.0","74","77","70",,"  110","   70","12.1","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-22","4.25",,,"0.00",,"0.0","0.0","76","85","72",,"  150","   60","14.1","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-23","2.46",,,"0.00",,"0.0","0.0","79","90","69",,"  220","  220","10.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-24","4.25",,,"0.06",,"0.0","0.0","78","89","71",,"  190","   70","18.1","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-25","4.70",,,"0.00",,"0.0","0.0","75","86","68",,"   50","   60","12.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-26","3.13",,,"0.00",,"0.0","0.0","78","89","66",,"  200","  230","10.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-27","5.59",,,"0.18",,"0.0","0.0","79","90","70",,"  270","  270","19.9","30.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-28","6.71",,,"0.06",,"0.0","0.0","79","90","68",,"  350","  260","16.1","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-29","4.03",,,"0.00",,"0.0","0.0","74","83","62",,"  340","   80","10.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-30","6.49",,,"0.00",,"0.0","0.0","72","85","63",,"   10","   50","15.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-07-31","5.37",,,"1.45",,"0.0","0.0","74","78","65",,"  180","  190","17.0","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-01","8.95",,,"2.39",,"0.0","0.0","68","70","65",,"   20","   30","21.0","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-02","5.37",,,"0.00",,"0.0","0.0","68","72","65",,"   20",,"8.1",
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-03","3.80",,,"0.00",,"0.0","0.0","74","86","67",,"  120","  120","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-04","5.14",,,"0.00",,"0.0","0.0","77","87","69",,"   70","   80","12.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-05","3.80",,,"0.00",,"0.0","0.0","78","88","65",,"  340","   70","10.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-06","3.36",,,"0.17",,"0.0","0.0","78","88","68",,"  330","  330","14.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-07","5.82",,,"0.00",,"0.0","0.0","79","88","67",,"   10","   40","13.0","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-08","5.82",,,"0.00",,"0.0","0.0","77","81","73",,"  120","  140","13.0","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-09","4.70",,,"0.00",,"0.0","0.0","76","84","68",,"   60","   70","16.1","28.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-10","5.82",,,"0.01",,"0.0","0.0","70","73","67",,"   50","   80","12.1","23.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-11","6.71",,,"0.58",,"0.0","0.0","74","85","71",,"  140","  100","14.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-12","5.59",,,"0.31",,"0.0","0.0","78","89","72",,"  260","  250","18.1","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-13","4.47",,,"0.00",,"0.0","0.0","76","84","65",,"  360","  360","12.1","16.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-14","2.68",,,"0.00",,"0.0","0.0","72","83","59",,"   50","  350","12.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-15","2.68",,,"0.00",,"0.0","0.0","74","86","60",,"  210","  240","8.9","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-16","2.01",,,"0.00",,"0.0","0.0","77","86","68",,"  220","  240","10.1","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-17","2.91",,,"0.00",,"0.0","0.0","78","89","67",,"  230","  230","10.1","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-18","4.25",,,"0.00",,"0.0","0.0","79","90","71",,"  210","  220","15.0","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-19","2.91",,,"0.00",,"0.0","0.0","78","90","70",,"  340","  330","13.0","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-20","3.13",,,"0.00",,"0.0","0.0","78","91","67",,"  270","  290","8.9","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-21","4.03",,,"0.00",,"0.0","0.0","81","93","67",,"  330","  320","12.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-22","3.36",,,"0.00",,"0.0","0.0","83","95","70",,"   10","   10","16.1","19.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-23","5.82",,,"0.08",,"0.0","0.0","82","91","73",,"  100","  100","15.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-24","8.05",,,"0.14",,"0.0","0.0","77","81","66",,"   70","   70","15.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-25","8.95",,,"0.00",,"0.0","0.0","72","83","60",,"   20","   60","17.0","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-26","6.93",,,"0.00",,"0.0","0.0","72","84","60",,"  360","   60","16.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-27","4.92",,,"0.00",,"0.0","0.0","73","87","57",,"  350","  350","13.0","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-28","2.01",,,"0.00",,"0.0","0.0","76","92","61",,"  220","  200","8.1","12.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-29","5.59",,,"0.00",,"0.0","0.0","79","88","69",,"   10","   60","13.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-30","4.70",,,"0.00",,"0.0","0.0","80","90","68",,"  160","  140","12.1","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-08-31","4.92",,,"0.06",,"0.0","0.0","81","91","74",,"  160","  170","13.0","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-01","3.80",,,"0.00",,"0.0","0.0","81","93","71",,"  210","  220","10.1","14.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-02","4.70",,,"0.00",,"0.0","0.0","82","94","69",,"  170","  180","21.0","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-03","4.25",,,"0.63",,"0.0","0.0","80","93","68",,"  150","  140","23.0","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-04","3.13",,,"0.82",,"0.0","0.0","76","85","69",,"  120","  120","17.0","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-05","2.01",,,"0.01",,"0.0","0.0","78","89","69",,"  150","  150","16.1","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-06","3.36",,,"0.00",,"0.0","0.0","78","90","70",,"  350","  360","10.1","13.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-07","8.50",,,"0.09",,"0.0","0.0","78","88","70",,"  110","  110","19.9","29.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-08","10.07",,,"0.00",,"0.0","0.0","71","73","67",,"   10","   20","16.1","21.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-09","4.92",,,"0.00",,"0.0","0.0","71","77","66",,"   10","   10","14.1","17.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-10","3.80",,,"0.00",,"0.0","0.0","73","79","65",,"  110","  110","13.0","15.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-11","4.47",,,"0.09",,"0.0","0.0","75","89","64",,"  300","  300","17.0","23.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-12","4.25",,,"0.08",,"0.0","0.0","78","90","72",,"  120","  130","21.9","25.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-13","6.26",,,"1.56",,"0.0","0.0","77","86","66",,"   40","   40","16.1","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-14","6.04",,,"0.00",,"0.0","0.0","68","69","62",,"   50","   70","13.0","21.0"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-15","1.34",,,"0.01",,"0.0","0.0","69","75","66",,"  180","  180","6.9","8.9"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-16","3.13",,,"0.37",,"0.0","0.0","75","86","65",,"  360","  360","19.9","25.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-17","5.59",,,"0.00",,"0.0","0.0","68","74","63",,"   10","   30","13.0","18.1"
"USW00013881","CHARLOTTE DOUGLAS AIRPORT, NC US","2014-09-18","4.25",,,"0.00",,"0.0","0.0","69","80","62",,"  160","  160","10.1","14.1"
